cimin,pftname,paramb,parama,distname,median,N,cimax,vname
0.10877,CMT05-Sedges,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT05-Sedges,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT05-Sedges,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT05-Sedges,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.001433,CMT05-Sedges,20.0,1.0,gamma,0.034964,0,0.184645,ilai
0.154935,CMT06-Feather,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT06-Feather,0.35,0.05,unif,0.20015,0,0.342507,labncon
8.636496,CMT05-Betula.copy,145.0,5.0,unif,75.06993,,141.503363,ppfd50
4.977758,CMT05-Forbs,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT06-Sphag,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT06-Sphag,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
8.636496,CMT06-Sphag,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT06-Sphag,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT06-Sphag,5.0,3.25,unif,4.125874,,4.956292,vpd_close
-10.84415,CMT06-Sphag,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT06-Sphag,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT06-Sphag,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT06-Sphag,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
778.116414,CMT06-Sphag,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT06-Sphag,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT06-Sphag,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.773702,CMT05-Betula.copy,1.1,0.765,unif,0.932667,,1.091633,vpd_open
4.977758,CMT05-Lichens,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT07-Decid,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT07-Decid,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.753274,CMT07-Decid,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT07-Decid,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
8.636496,CMT07-Decid,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT07-Decid,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT07-Decid,5.0,3.25,unif,4.125874,,4.956292,vpd_close
2.532524,CMT07-Decid,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
12.077998,CMT07-Decid,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
-10.84415,CMT07-Decid,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT07-Decid,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT07-Decid,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT07-Decid,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
0.10877,CMT07-Decid,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT07-Decid,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT07-Decid,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT07-Decid,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.001433,CMT07-Decid,20.0,1.0,gamma,0.034964,0,0.184645,ilai
4.977758,CMT05-Feather,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT07-EGreen,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT07-EGreen,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.753274,CMT07-EGreen,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT07-EGreen,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
8.636496,CMT07-EGreen,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT07-EGreen,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT07-EGreen,5.0,3.25,unif,4.125874,,4.956292,vpd_close
2.532524,CMT07-EGreen,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
12.077998,CMT07-EGreen,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
-10.84415,CMT07-EGreen,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
1.753274,CMT05-Forbs,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT05-Forbs,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
2.532524,CMT05-Forbs,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
8.636496,CMT05-Forbs,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.001433,CMT05-Forbs,20.0,1.0,gamma,0.034964,0,0.184645,ilai
12.077998,CMT05-Forbs,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
0.154935,CMT05-Forbs,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT05-Forbs,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.773702,CMT05-Forbs,1.1,0.765,unif,0.932667,,1.091633,vpd_open
778.116414,CMT05-Forbs,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
3.295456,CMT05-Forbs,5.0,3.25,unif,4.125874,,4.956292,vpd_close
-10.84415,CMT05-Forbs,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT05-Forbs,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT05-Forbs,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT05-Forbs,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
0.10877,CMT05-Forbs,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
0.162571,CMT05-Forbs,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT05-Forbs,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
4.977758,CMT05-Sphag,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
4.977758,CMT04-Salix.1,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT05-Lichens,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT05-Lichens,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
3.295456,CMT05-Betula.copy,5.0,3.25,unif,4.125874,,4.956292,vpd_close
1.510481,CMT04-Lichens,0.25,2.0,norm,2.000773,,2.491065,ilai
8.636496,CMT05-Lichens,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT05-Lichens,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT05-Lichens,5.0,3.25,unif,4.125874,,4.956292,vpd_close
1.510481,CMT04-Feather,0.25,2.0,norm,2.000773,,2.491065,ilai
0.002526,CMT05-Betula.copy,0.0035,0.0025,unif,0.003,,0.003475,gcmax
-10.84415,CMT05-Lichens,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT05-Lichens,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT05-Lichens,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT05-Lichens,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
1.510481,CMT05-Lichens,0.25,2.0,norm,2.000773,,2.491065,ilai
778.116414,CMT05-Lichens,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT05-Lichens,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT05-Lichens,0.35,0.05,unif,0.20015,0,0.342507,labncon
4.977758,CMT06-Decid,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT05-Feather,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT05-Feather,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.510481,CMT05-Feather,0.25,2.0,norm,2.000773,,2.491065,ilai
1.510481,CMT05-Sphag,0.25,2.0,norm,2.000773,,2.491065,ilai
8.636496,CMT05-Feather,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT05-Feather,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT05-Feather,5.0,3.25,unif,4.125874,,4.956292,vpd_close
1.510481,CMT06-Lichens,0.25,2.0,norm,2.000773,,2.491065,ilai
1.510481,CMT06-Feather,0.25,2.0,norm,2.000773,,2.491065,ilai
-10.84415,CMT05-Feather,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT05-Feather,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT05-Feather,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT05-Feather,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
1.510481,CMT06-Sphag,0.25,2.0,norm,2.000773,,2.491065,ilai
778.116414,CMT05-Feather,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT05-Feather,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT05-Feather,0.35,0.05,unif,0.20015,0,0.342507,labncon
4.977758,CMT06-Lichens,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT05-Sphag,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT05-Sphag,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.510481,CMT07-Lichens,0.25,2.0,norm,2.000773,,2.491065,ilai
8.636496,CMT05-Sphag,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT05-Sphag,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT05-Sphag,5.0,3.25,unif,4.125874,,4.956292,vpd_close
1.510481,CMT07-Moss,0.25,2.0,norm,2.000773,,2.491065,ilai
-10.84415,CMT05-Sphag,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT05-Sphag,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT05-Sphag,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT05-Sphag,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
1.510481,CMT05-Sphag.1,0.25,2.0,norm,2.000773,,2.491065,ilai
778.116414,CMT05-Sphag,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT05-Sphag,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT05-Sphag,0.35,0.05,unif,0.20015,0,0.342507,labncon
2.181825,CMT07-EGreen,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT07-EGreen,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT07-EGreen,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
0.10877,CMT07-EGreen,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT07-EGreen,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT07-EGreen,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT07-EGreen,0.35,0.05,unif,0.20015,0,0.342507,labncon
4.977758,CMT06-Feather,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT07-Forbs,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT07-Forbs,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.753274,CMT07-Forbs,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT07-Forbs,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
8.636496,CMT07-Forbs,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT07-Forbs,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT07-Forbs,5.0,3.25,unif,4.125874,,4.956292,vpd_close
2.532524,CMT07-Forbs,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
12.077998,CMT07-Forbs,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
-10.84415,CMT07-Forbs,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT07-Forbs,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT07-Forbs,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT07-Forbs,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
0.10877,CMT07-Forbs,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT07-Forbs,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT07-Forbs,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT07-Forbs,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.001433,CMT07-Forbs,20.0,1.0,gamma,0.034964,0,0.184645,ilai
4.977758,CMT06-Sphag,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT07-Lichens,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT07-Lichens,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
8.636496,CMT07-Lichens,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT07-Lichens,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT07-Lichens,5.0,3.25,unif,4.125874,,4.956292,vpd_close
-10.84415,CMT07-Lichens,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT07-Lichens,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT07-Lichens,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT07-Lichens,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
778.116414,CMT07-Lichens,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT07-Lichens,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT07-Lichens,0.35,0.05,unif,0.20015,0,0.342507,labncon
4.977758,CMT07-Decid,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT07-Grasses,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT07-Grasses,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.753274,CMT07-Grasses,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT07-Grasses,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
4.977758,CMT07-EGreen,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
8.636496,CMT07-Grasses,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT07-Grasses,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT07-Grasses,5.0,3.25,unif,4.125874,,4.956292,vpd_close
2.532524,CMT07-Grasses,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
2.181825,CMT05-Betula.copy,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
12.077998,CMT07-Grasses,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
-10.84415,CMT07-Grasses,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT07-Grasses,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT07-Grasses,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT07-Grasses,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
0.10877,CMT07-Grasses,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT07-Grasses,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT07-Grasses,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT07-Grasses,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.001433,CMT07-Grasses,20.0,1.0,gamma,0.034964,0,0.184645,ilai
4.977758,CMT07-Forbs,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT07-Moss,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT07-Moss,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
8.636496,CMT07-Moss,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT07-Moss,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT07-Moss,5.0,3.25,unif,4.125874,,4.956292,vpd_close
-10.84415,CMT07-Moss,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT07-Moss,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT07-Moss,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT07-Moss,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
778.116414,CMT07-Moss,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT07-Moss,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT07-Moss,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.10877,CMT05-Betula.copy,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
0.017533,CMT05-Betula,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
0.307792,CMT05-Betula,0.6,0.3,unif,0.45015,0,0.592507,klai
5.519499,CMT05-Betula,25.0,5.0,unif,15.00999,0,24.50048,frprod_perc_10
17.649374,CMT05-Betula,42.0,17.0,unif,29.512487,0,41.375601,frprod_perc_20
35.545474,CMT05-Betula,56.0,35.0,unif,45.510489,0,55.475505,frprod_perc_30
4.25975,CMT05-Betula,14.0,4.0,unif,9.004995,0,13.75024,frprod_perc_40
778.116414,CMT05-Betula.copy,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
4.977758,CMT07-Lichens,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT05-Betula,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.162571,CMT04-Betula,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
8.636496,CMT05-Betula,145.0,5.0,unif,75.06993,,141.503363,ppfd50
-9.74025,CMT05-Betula,0.0,-10.0,unif,-4.995005,0,-0.24976,pstemp_min
2.181825,CMT05-Betula,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
15.25975,CMT05-Betula,25.0,15.0,unif,20.004995,0,24.75024,pstemp_high
25.519499,CMT05-Betula,45.0,25.0,unif,35.00999,0,44.50048,pstemp_max
0.154935,CMT04-Salix,0.34,0.15,unif,0.245095,0,0.335255,klai
1.7078,CMT04-Salix,9.5,1.5,unif,5.503996,0,9.300192,pstemp_low
19.233775,CMT04-Salix,28.0,19.0,unif,23.504495,0,27.775216,pstemp_high
20.25975,CMT04-Salix,30.0,20.0,unif,25.004995,0,29.75024,pstemp_max
0.057792,CMT04-Salix,0.35,0.05,unif,0.20015,0,0.342507,labncon
-10.84415,CMT04-Salix,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
0.154935,CMT04-Betula,0.34,0.15,unif,0.245095,0,0.335255,klai
0.001433,CMT04-Betula,20.0,1.0,gamma,0.034964,0,0.184645,ilai
0.057792,CMT04-Betula,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.002204,CMT06-Forbs,13.0,1.0,gamma,0.053791,0,0.284069,klai
19.545474,CMT06-Forbs,40.0,19.0,unif,29.510489,0,39.475505,frprod_perc_10
35.779249,CMT06-Forbs,65.0,35.0,unif,50.014985,0,64.250721,frprod_perc_20
5.25975,CMT06-Forbs,15.0,5.0,unif,10.004995,0,14.75024,frprod_perc_30
2.629875,CMT06-Forbs,7.5,2.5,unif,5.002497,0,7.37512,frprod_perc_40
2.629875,CMT06-Forbs,7.5,2.5,unif,5.002497,0,7.37512,frprod_perc_50
0.057792,CMT06-Forbs,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.162571,CMT06-Forbs,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.162571,CMT06-Grasses,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.162571,CMT06-Sedges,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.057792,CMT06-Grasses,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.004776,CMT06-Grasses,6.0,1.0,gamma,0.116547,0,0.615483,klai
0.002526,CMT04-Salix,0.0035,0.0025,unif,0.003,,0.003475,gcmax
0.002526,CMT06-Grasses,0.0035,0.0025,unif,0.003,,0.003475,gcmax
4.977758,CMT07-Grasses,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.154935,CMT04-Decid,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT04-Decid,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.001433,CMT04-Decid,20.0,1.0,gamma,0.034964,0,0.184645,ilai
0.002526,CMT06-Decid,0.0035,0.0025,unif,0.003,,0.003475,gcmax
0.002526,CMT06-Lichens,0.0035,0.0025,unif,0.003,,0.003475,gcmax
0.002526,CMT06-Feather,0.0035,0.0025,unif,0.003,,0.003475,gcmax
0.002526,CMT06-Sphag,0.0035,0.0025,unif,0.003,,0.003475,gcmax
0.162571,CMT05-EGreen.1,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT05-EGreen.1,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
1.753274,CMT05-EGreen.1,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT05-EGreen.1,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
8.636496,CMT05-EGreen.1,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT05-EGreen.1,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT05-EGreen.1,5.0,3.25,unif,4.125874,,4.956292,vpd_close
2.532524,CMT05-EGreen.1,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
12.077998,CMT05-EGreen.1,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
0.002526,CMT05-EGreen.1,0.0035,0.0025,unif,0.003,,0.003475,gcmax
-10.84415,CMT05-EGreen.1,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
2.181825,CMT05-EGreen.1,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
20.15585,CMT05-EGreen.1,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
22.15585,CMT05-EGreen.1,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
0.10877,CMT05-EGreen.1,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT05-EGreen.1,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.154935,CMT05-EGreen.1,0.34,0.15,unif,0.245095,0,0.335255,klai
0.057792,CMT05-EGreen.1,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.307792,CMT05-Betula.copy,0.6,0.3,unif,0.45015,0,0.592507,klai
0.057792,CMT05-Betula,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.10877,CMT05-Betula,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
4.977758,CMT07-Moss,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
4.977758,CMT04-Decid.empty,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
4.977758,CMT04-Decid,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
4.977758,CMT05-EGreen.1,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
4.977758,CMT05-Sphag.1,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
5.519499,CMT05-Betula.copy,25.0,5.0,unif,15.00999,0,24.50048,frprod_perc_10
17.649374,CMT05-Betula.copy,42.0,17.0,unif,29.512487,0,41.375601,frprod_perc_20
35.545474,CMT05-Betula.copy,56.0,35.0,unif,45.510489,0,55.475505,frprod_perc_30
4.25975,CMT05-Betula.copy,14.0,4.0,unif,9.004995,0,13.75024,frprod_perc_40
-9.74025,CMT05-Betula.copy,0.0,-10.0,unif,-4.995005,0,-0.24976,pstemp_min
15.25975,CMT05-Betula.copy,25.0,15.0,unif,20.004995,0,24.75024,pstemp_high
25.519499,CMT05-Betula.copy,45.0,25.0,unif,35.00999,0,44.50048,pstemp_max
0.057792,CMT05-Betula.copy,0.35,0.05,unif,0.20015,0,0.342507,labncon
0.001433,CMT05-Betula.copy,20.0,1.0,gamma,0.034964,0,0.184645,ilai
4.977758,CMT05-Betula.copy,14.23413,3.486703,weibull,12.833678,347,20.712435,SLA
0.162571,CMT05-Betula.copy.2,10.0,5.0,gamma,0.467865,,1.024991,extinction_coefficient_diffuse
0.017533,CMT05-Betula.copy.2,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
8.636496,CMT05-Betula.copy.2,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT05-Betula.copy.2,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT05-Betula.copy.2,5.0,3.25,unif,4.125874,,4.956292,vpd_close
0.002526,CMT05-Betula.copy.2,0.0035,0.0025,unif,0.003,,0.003475,gcmax
2.181825,CMT05-Betula.copy.2,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
0.10877,CMT05-Betula.copy.2,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
778.116414,CMT05-Betula.copy.2,0.7,8.0,lnorm,3006.455586,0,11766.133712,cuticular_cond
0.307792,CMT05-Betula.copy.2,0.6,0.3,unif,0.45015,0,0.592507,klai
5.519499,CMT05-Betula.copy.2,25.0,5.0,unif,15.00999,0,24.50048,frprod_perc_10
17.649374,CMT05-Betula.copy.2,42.0,17.0,unif,29.512487,0,41.375601,frprod_perc_20
35.545474,CMT05-Betula.copy.2,56.0,35.0,unif,45.510489,0,55.475505,frprod_perc_30
4.25975,CMT05-Betula.copy.2,14.0,4.0,unif,9.004995,0,13.75024,frprod_perc_40
2.532524,CMT04-Betula,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
12.077998,CMT04-Betula,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
2.532524,CMT04-Salix,60.0,1.0,unif,30.52947,,58.526417,frprod_perc_10
12.077998,CMT04-Salix,90.0,10.0,unif,50.03996,,88.001922,frprod_perc_20
1.753274,CMT04-Salix,30.0,1.0,unif,15.514485,,29.275697,frprod_perc_30
0.746762,CMT04-Salix,10.0,0.5,unif,5.254745,,9.762728,frprod_perc_40
0.159561,CMT04-Salix,0.4,4.0,weibull,0.365298,,0.554854,extinction_coefficient_diffuse
8.636496,CMT04-Salix,145.0,5.0,unif,75.06993,,141.503363,ppfd50
0.773702,CMT04-Salix,1.1,0.765,unif,0.932667,,1.091633,vpd_open
3.295456,CMT04-Salix,5.0,3.25,unif,4.125874,,4.956292,vpd_close
0.017533,CMT04-Salix,0.3,0.01,unif,0.155145,,0.292757,SW_albedo
20.15585,CMT04-Betula,26.0,20.0,unif,23.002997,,25.850144,pstemp_high
-10.84415,CMT04-Betula,-5.0,-11.0,unif,-7.997003,,-5.149856,pstemp_min
22.15585,CMT04-Betula,28.0,22.0,unif,25.002997,,27.850144,pstemp_max
2.181825,CMT04-Betula,9.0,2.0,unif,5.503496,,8.825168,pstemp_low
0.10877,CMT04-Betula,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
0.10877,CMT04-Salix,4.0,0.005,unif,2.004496,,3.900221,frprod_perc_50
